text;sentiment
alhamdulillah ansor membuat gerakan program gerakan wifi gratis nasionalbermamfaat sekali untuk pelajar ansorpedulipendidikan ;positive
gerakan wifi gratis akan dilakukan secara nasional dan telah dimulai di titik di seluruh indonesia dan ini akan terus beambah ansorpedulipendidikan ;positive
sekolah online mahal gp ansor gerakkan wifi gratis pada titik di indonesia dan akan terus beambah ansorpedulipendidikan ;positive
 bebel sekolah online ;negative
ansor membuat program wifi gratis untuk siswa sekolah ini ngebantu bgt buat pelajar yang kesulitan mengikuti pembelajaran jarak jauhnah karna keterbatasan biaya juga buat membeli kuota internet dimasa pandemi ansorpedulipendidikan ;positive
alhamdulilah ya ada wifi gratis yg membantu para pelajar belajar via daring biar ga beli kuota mulu ansorpedulipendidikan ;positive
suka tbtb ngelike thread yang berbau sekolah tips kelas online dan blabla padahal udah lulus ;netral
program wifi gratis ini turut mendorong kepada seluruh jajaran elemen bangsa untuk saling memiliki rasa tanggung jawab bersama guna membantu kelancaran pelajaran jarak jauh ini ansorpedulipendidikan ;positive
pusat gerakan pemuda gp ansor telah meluncurkan program wifi gratis untuk siswa sekolah guna membantu siswa yang kesulitan mengikuti pembelajaran jarak jauh pjj dampak dari pandemi virus korona ansorpedulipendidikan ;positive
fasilitas internet gratis dari gp ini dipasang di rumah rumah kader ansor atau sekretariat gp ansor yang strategis ansorpedulipendidikan ;netral
demi menunjang pendidikan saat ini maka ansorpedulipendidikan memberikan bantuan berupa wifi gratis untuk para siswa siswi yang membutuhkan bantuan internet untuk sekolah online ;positive
untuk para siswa wilayah banten tidak perlu khawatir jika belum mempunyai fasilitas internet untuk sekolah online karena ansorpedulipendidikan sudah menyediakan akses wifi gratis di beberapa wilayah termasuk di banten ;positive
kita tahu dan paham betul bahwa aset terbesar bangsa adalah para siswa siswi sekolah maka ansorpedulipendidikan memberikan bantuan berupa wifi gratis dengan harapan para pelajar tdk lagi mengalami kesulitan saat sekolah online ;positive
saat ini begitu banyak orang tua yang khawatir akan jaringan internet untuk sekolah online namun tenang bersama ansorpedulipendidikan kini tidak perlu khawatir lagi karena ansor menyediakan wifi gratis untuk siswa siswi yang sekolah online ;positive
saat ini pendidikan di negara kita menerapkan sistem sekolah online maka siswa siswi perlu menggunakan internet jgn khawatir krn ansorpedulipendidikan sudah mempersiapkan wifi gratis untuk para pelajar ;positive
program ini menurut saya sangat baik sekali karena udah ngebantu banget bagi siswa yang sedang kesulitan ansorpedulipendidikan ;positive
selama masa pandemi anak anak sekolah belajar melalui daring dan banyak anak yang kesulitan belajar online karena keterbatasan kuota oleh karena itu ansor memberikan bantuan berupa wifi gratis mantul kan ansorpedulipendidikan ;positive
sekolah online faktanya banyak menyisakan persoalan di tengah masyarakat namun gp ansor telah meluncurkan wifi gratis loh ansorpedulipendidikan ;positive
gerakan ini berskala nasional dan saat ini telah dimulai berbagai daerah ansorpedulipendidikan ;positive
sekolah online yang mahal membuat gp ansor tidak tinggal diam ansorpedulipendidikan ;positive
sekolah online mahal ansor gerakkan wifi gratis nasional lewat ansorpedulipendidikan;positive
ini guys ada info terbaru dari pcnu bahwa ada program wifi gratis untuk siswa semoga program ini bisa membantu semua ansorpedulipendidikan ;positive
sekolah online atau sekolah offline sama aja sama sama jomblo xixixi;negative
dari twt kita bisa lihat banyak bgt org insecure gara gara sekolah online;negative
untuk skrg memang cukup sulit sekali untuk melakukan sekolah secara online apalagi untuk siswa yg kurang mampu untuk membeli kuota tapi semua bisa tenang karena pcnu sedang ada program wifi gratis untuk siswa shgga bisa membantu semua siswa se indonesia ansorpedulipendidikan ;positive
ga perlu deklarasi deklarasian ga perlu bikin maklumat ga perlu turun kejalan aksi nyata ansor bantu sesama bantu negara disaat pandemi dgn gerakkan wifi gratis nasional terimakasih ansorpedulipendidikan ;positive
dari kota hingga pelosok negeri gp ansor peduli terhadap dunia pendidikan dengan meluncurkan program wi fi gratis untuk menunjang proses belajar yg dimasa pandemi corona covid para siswa sekolah belajarnya online ansorpedulipendidikan ;positive
semoga kedepannya bukan hanya dititik titik tertentu saja yang kebagian wifi gratis tapi bisa diseluruh indonesia bahkan sampai ke daerah pelosok ansorpedulipendidikan ;positive
wah ansor emang peduli banget sama pendidikan anak bangsa dengan memberikan wifi gratis ansorpedulipendidikan ;positive
ayo para siswa lebih semangat lagi belajar online nya kan sdh dikasih fasilitas wifi gratis nasional untuk siswa sekolah dalam program ansorpedulipendidikan ;positive
kendala sekolah online itu dari biaya internet yang mahal untungnya sekarang ada wifi gratis nih ansorpedulipendidikan ;netral
pimpinan pusat gerakan pemuda gp ansor meluncurkan program wifi gratis untuk siswa sekolah ansorpedulipendidikan;netral
kepedulian ansor memang sangat tepat karena wifi itu sangat diperlukan bagi siswa dan siswi ansorpedulipendidikan ;positive
untuk temen temen yg masih ada kesulitan dalam belajar online skrg udah ada program pcnu yang memberikan fasilitas wifi gratis untuk siswa sekolah agar bisa belajar secara online ansorpedulipendidikan ;positive
keren bgt gasihgp ansor ngasih wifi gratis buat adik kita yang sekolah onlinettp smgt yaaa ansorpedulipendidikan ;positive
wifi gratis untuk siswa sekolah merupakan program pcnu yang sangat membantu siswa dalam proses pembelajaran secara online ansorpedulipendidikan ;netral
lama lama ngerasa aneh bngt sekolah online;negative
wabah corona membuat semua aktivitas terganggu begitu juga kegiatan belajar mengajar yang dilakukan secara online otomatis butuh biaya tambahan untuk beli kuota ansor hadir memberi solusi dengan menggratiskan wi fi untuk siswa sekolah di provinsi ansorpedulipendidikan ;positive
ketua umum pimpinan pusat gp ansor yagut cholil qortumas mengatakanprogaram wifi gratis untuk siswa sekolahagar adik kita ttp bisa sekolahterimakasi ansorpedulipendidikan ;positive
terkait dengan sekolah online mahal ansor gerakkan wifi gratis nasional untuk meringankan dan mempermudah siswa kurang mampu agar bisa ikut belajar online ansorpedulipendidikan ;netral
karena adanya kelas online atau biasa disebut study from home gp ansor meluncurkan program wifi gratis untuk para siswa sekolah yang akan dilakukan secara nasional karena ansorpedulipendidikan ;netral
saya salut dengan ansorpedulipendidikan karena memberikan bantuan berupa wifi gratis untuk para pelajar untuk belajar dan sekolah online di seluruh indonesia ;positive
 namanya deni mulyadi kisahnya viral di media sosial setelah mengungkapkan keinginannya menjual ayam yang ia rawat s ;netral
 klo lg sekolah online jgn main twitter tuh emak lu lg sange di kamar;negative
day dokumentasi pembelajaran bimbel online rabu agustus kelompok kkm untia telah melaksanakan proker bimbingan online untuk siswa i sd smp sma beberapa peanyaan terkait pelajaran sekolah sudah ada yang mulai beanya dan juga sudah di jawab ;netral
 deni rela jual ayam kesayangan demi bisa beli hp untuk sekolah online userstory ;netral
di masa pandemihampir semua lembaga pendidikan ditutuppembelajran hanya melalui daring daring bagi kalangan mampu mungkin oke saja tapi bagi masy yg krg beruntung buat makan aja susah kok buat pulsa ansorpedulipendidikan;negative
tri mantap banget cocok buat sekolah online di masa pandemi kek gini aku sebagai guru sangat terbantu ;positive
 bagaimana rutinitasmu sebagai ibu bekerja plus sekolah online anak anak ini ceritaku ;netral
udah nyaman sekolah online pake baju senyamannya makan sambil pjj gas aja dan yang paling penting jadi lebih gampang manage waktu menurutku ;positive
 buat adik adik sd dan smp yang lagi butuh tentor dan kesusahan belajar selama sekolah online terutama matematika bisa ;netral
 gerakan pasang wifi di masjid masjid kita agar anak anak yang tidak punya kuota pulsa untuk sekolah online bisa belajar s ;positive
sekolah online absen telah terus di tulis a iya langsung kasih tugas padahal ada yg belum paham iya kuota abis iya minus nambah iya intinya konoha kapan selesai si jingan;negative
hhh sama menurutku efektif atau enggaknya sekolah online ga semata semua hrs dilimpahkan ke guru tanggung jawab guru di segala keterbatasan udah dilakukan perihal bagi siswa efektif atau enggak ya tergantung dr effo mereka juga ilmunya kan buat kalian sendiri ;positive
beberapa peanyaan terkait materi pelajaran sekolah sudah ada yg mulai beanya dan terimakasih yang sudah beanya melalui grup whatsapp semoga ilmu yang di sampaikan terserap dgn baik bermanfaat ya berikut dokumentasi pembelajaran bimbel online melalui apps whatsapp ;positive
haii moots aku mau nanya dong buat kalian yang sekolah online coba sebutin kendalanya dan kritikannya soalnya aku minggu depan mulai ngajar buat pembelajaran aku juga ke murid murid ku bantu aku yaaa maacih ;netral
bener bener gara gara sekolah online jadi boros kuota bgt ;negative
 bener bgtt sbnrnya yang harus dikasihanin bukan siswanya tapi pemerintah pihak guru dan tenaga medis emg dikira bikin sekolah online gini gampang apa pemerintah jg mikirinnya susah kali apalagi guru yang gatau teknologi kita sebagai siswa mah enak tinggal tau jadi doang;positive
 untuk saat ini setuju sih sma isi captionnya bener bukan gak mikirin mereka yg keterbatasan ekonomi dn susah ikut sekolah online tapi akan lebih jahat kita kalo maksa in ofline dn mereka yg bisa saja tetep sehat jadi kena corona ;positive
 bayangkan saja telkomsel merupakan provider no di indonesia banyak individual dan perusahaan menjadi pelanggan telkomsel ;netral
dek solomu mana sini kaka beliin kuota buat sekolah online ;netral
daftar sekolah pramugari pspp penerbangan itu mudah sekolahpramugari ini cara daftar sekolah pramugari pspp penerbangan sekolahpramugari ;netral
apa iya ga pusing sama sekolah online ;negative
sekolah offline sambat sekolah online sambat kalau aku sambat depan ortu aku langsung dibilangin wes kono angon wedos kono ;negative
bocah lfh malah kebanyakan main kalo mau sekolah online jg atasnya pake seragam bawahnya pake celana legging barbie celana kolor sekolah ga mandi katanya yg penting cuci muka sikat gigi ini kita hidup di zaman apa sih ;negative
gimana sekolah online nya lancar ;netral
nilaiku pas sekolah nilaiku pas sekolah online ;netral
 padahal utk tahap awal yg boleh divaksin umur dulu anak usia sekolah belum bisa divaksin tapi sekolah online adalah pilihan terbaik yg ada sekarang tinggal tugas pemerintah utk mempermudah akses internetnya ;positive
 sekolah online beb;netral
 kenapa kalau tugas online banyak banget ya sedangkan kalau tugas sekolah kadang jamkos bahkan gaada ;netral
 lagi sibuk ngajar anak anak sekolah online bang anak yang diajar jadi agk jarang bukak media sosial siang nya jualan sampe malam ;netral
dari sini bisa diliat kalo penting bgt buat mengedukasi semua org termasuk siswa dan guru ada orang yg bilang halah korona cuma tipu pemerintah ada juga aku mau sekolah offline aja mal aja dibuka masa sekolah engga ada juga sekolahnya online ngapain bayar spp dll ;netral
sekolah online rebahan;netral
 offline tpi krna gua asing bgt sama lingkungan sekolah gua buat skrg perefer online;positive
semenjak sekolah online makan cuma sekali sehari pas malem gegara dikejar deadline ;negative
 aku juga kayanya naik grgr sekolah online hiks siap deh makasih kaa ;positive
 sesuai sama isi otakku emang sih pembawaannya dalam menyampaikan pendapat bagus banget bahkan mewakili seluruh pelajar di indo tapi kalo sekolah online dihentikan terus diganti dengan sekolah offline nanti ada yang teular virus akhirnya pemerintah lagi yang disalahin ;netral
punya adik ketemu gede dari dlu ga ada tmpt beanya ga jdi tmpt beanya juga skrg udah nikah suami punya adik otomatis jdi adik gue jg baru kls sd sekolah skrg online jdi tiap ada tugas nanya org di rumah termasuk gue ;netral
gimana nih yang ngerasain sekolah kuliah online apakah seru jangan lupa untuk tetap konsumsi makanan dan minuman bergizi ya teman ;positive
 aku kaum rebahan kaga paham apa apa taunya cuma sekolah online rebahan makan tidur carat_debut_project _ _ _ ;negative
kgn jajan susu di aubek sambil liatin ekhem kgn beli takoyaki abis olahraga kgn nunggu jemputan di perpus brg lala kinar aya kgn ke angkotnya sekar pas pulang sekolah sekolah online ribet pengen sekolah offline;negative
 mainan jajanan buku alat tulis atau kalau nggak pulsa kuota buat sekolah online;netral
 namanya deni mulyadi kisahnya viral di media sosial setelah mengungkapkan keinginannya menjual ayam yang ia rawat sejak kecil bukan untuk makan melainkan untuk membeli handphone demi bisa sekolah online sad yes we shortuld be grateful ;positive
pengen ngrasain sekolah online tapi aku dah kerja;netral
 ak sekolah online princesss ;netral
has rasah aku wisuda ttp online kok rasah dibuka kampus ro sekolah ben ben ;netral
 makanya sekolah jangan online mulu;netral
 pusing bgt sm kalian yg kl diperpanjang sekolah online ngedumel mau offline dikasih sekolah offline buat zona hijau kuning malah nyalahin keadaan maunya gmn sih gedeg bgt lama lama wkwk kl dksh sklh online lg yaudah nikmatin aja kl dksh sklh offline terapin c ;negative
 udah muak banget sekolah online ;negative
 aku sekolah online kak tugas banyakkkk ;netral
 sekolah online kan karena keadaannya kaya gini jadi mau ga mau harus sekolah online kalo siswanya ngerasa bebas itu tanggung jawab masing masing gimana cara belajarnya yang jelas pemerintah udah coba kasi yang terbaik di masa pandemi gini ;positive
astgg tiap tdr kebangun grgr nyokap marahin adek w yg males an ngerjain tugas online nya emg ank cowo klo buat sekolah susah bgt yaa _;netral
 kalau belajar hanya untuk pinter google lebih pinter aku gak apple to apple ya cah bagus nduk ayu sing isih sekolah offline juga ada colut bolos an ya to online malah ribut banyak cakap tanpa mikir emang ;netral
 ya kalo km sekolah online kerjaannya tiduran doang jgn harap berlebih y;netral
 untung sekolah online gak keciuman baunya ;netral
saya buka jasa nemenin anak sekolah online suka anak kecil yg banyak tanya dan lucu kalau bangor skip dulu deh;netral
 padahal yang kena dampak dari sekolah daring ngga cuma siswa aja tapi juga para pengajar ibu aku guru sd dan bentar lagi pensiun bela belain beli hp baru buat ngajar online heran sama yg beginian asli gaada empatinya sama sekali ;positive
udah muak banget sekolah online ;negative
guise kalian ga tau gimana hectic dan pusingnya guru di rumah yg masih harus ke sekolah mamaku guru dan bu asramaku dosen mereka sering curhat juga ngerasa kewalahan sama sistem online ini ga semua murid mahasiswanya baik ada juga yang bandel c ;netral
 satu dari sekian story parents yg gangerti lagi deh maunya anak sekolah belajar baik tapi bisanya nyalahin guru doang ;netral
ya ampun beneran akhir ini sibuk banget pagi ngajarin adek gue sekolah online siangnya nguli thekking kadang bantuin mama gue sorenya nguli lagi trus malemnya jadi guru ngaji adek gue abis itu nguli lagi woi lah gue bukannya gak ngehype jh gue sibuk anjrit ;negative
 sekolah online negatif corona positif goblok;negative
 ya bener pendapatnya urusan pendidikan kita emang tanggungjawab kita siswa cuma absen abis itu tidur maka mereka yg kek gtu juga di sekolah belum tentu serius belajar semua kembali ke pribadinya kalau emang niat belajar mau online mau offline bakal tetep serius ;positive
pusing bingit sm sekolah online;negative
gw cape banget sama orang yg protes sekolah online gini deh lu pada nurut dulu supaya corona ilang jangan keluyuran ikutin aturan kalo emang mau offline lagi kalo sekarang lu ngeluh g ngerti kalo belajar online ya mau gimana lagi kondisi g memungkinkan;positive
ku menangisssssssss tolong lah buru sekolah tatap muka cape woyy sekolah online katahati janganremehkancovid rabuambyar ;negative
capek bgt ngomong sama org pinter huhu dik adik kalo sekolah pada yg bener yaa biar pinter nih kalo kayak kita yg rada pas pas an gini nanti kamu jadi mudah emosi mendengar org yg pada pinter ini ya dik semangat sekolah online ya gessasss ;positive
 kalo ogut pas lagi ujian sekolah us online mapel agama kemaren ogut minta kunci jawaban dari kelas ipa dan hasilnya boom wkwkwk btw ogut ips;netral
mau ga peduli juga gitu sama tugas tapi ga bisa udh muak bngt sebenernya sekolah online;negative
ovehinking gue selama sekolah online gue tadi uda absen belom si mampus anjrit tugas gue belom malem ini deadline ;negative
tp serius man guru ga njuk enak an makan gaji buta sante atau yg kek kalian pikirin ibuku guru beliau hampir ga tidur tiap malem cuma buat ngurusin perkara sekolah dan tugas untuk murid bsk harinya lebih sibuk dr hari sblm online malahdan pagi sore ttp hrs dtg ke sekolah ;positive
 sekolah online asik kok gan;positive
 hai dylan aku annette hehe gimana sekolahnya rasanya sekolah online pasti ngebosenin banget ya lan ;netral
siang mas dan mba gimana sekolah online nya eh kan tadi bilang mau bucin jungkook hari ini tapi gabisa woyy oleng mulu astajim kawan oleng di mana ni ;netral
 pengen lanjut riset gratis di jerman atau sekolah lanjutan gratis di jerman persiapkan dirimu dgn bhs jerman di a ;netral
hmm sebagai guru yo wis berusaha menyampaikan materi semaksimal mungkin guru ki yo sadar nek kurang efektif tapi yo gak mungkin to ya guru terus njaluk muride mangkat sekolah guru ki kerjane luwih abot yoen mergo belajar online durung nek muride ora manut sedih rasane ;positive
 seenggaknya klo offline otak online lah klo ky sekarang sekolah online otak offline;negative
 nder ga lagi puyeng grgr sekolah online kan ;netral
wah setuju banget aku pas liat ada berita itu muncul juga langsung kepikiran ya emang kalo ga online mau gimana kan emang lg pandemic dan pemerintah usahain solusi biar masih bisa sekolah kalo mau diliburin ntar malah tambah males yg ada ;positive
udh nyaman banget sama sekolah online;positive
diperbolehkan tatap muka milenial kebijakan apa ini mempearuhkan nyawa orang tua senang karena nda harus lelah tenaga dan fasilitas utk sekolah online ;positive
dek ga sekolah online ya ;netral
yaallah ngakak adek lagi kelas online pake celana rumah terus sama gurunya ada inspeksi seragam lgsg matiin kamera buru pake celana sekolah depan laptop ;netral
 hyunk maap jbjb mau minta pw nya juga huhu sebel ah gak bisa mecahin pw nya otakku kandas gegara sekolah online ;netral
ngerasa ga sih lama lama lebih nyaman sekolah online enak bisa manage mau belajar apa aja terserah kita pake baju juga senyaman nya bisa sambil makan pisang goreng sama susu juga ga terlalu terikat deh hshshs agak ga exited buat sekolah offline ;positive
sekolah online anjing bukannya makin pintar malah makin goblok;negative
megang hp mulu dikira sosmed an terus kali ya sekolah online buk ;netral
mohon maaf kepada orangtua murid kebanyak temen gue sendiri sih nih kalo orangtua murid di sekolah gue malah fine fine aja yg masih mengeluhkan ttg sekolah online tolong kebijaksanaannya dalam menyikapi ini semua jangaaan jangan pada kesel sama sekolah atau bahkan gurunya;positive
hari ini kayak bolos sekolah online sksk;netral
sumpah ya sekolah online malah bikin gue makin goblog yaampun udh tugas ga pernah kerjaindisuruh zoom meeting gw malah buka tiktokhafalan juga jarang udh lah capek ;negative
sendub kalo sekolah offline ngasih tugas yang nulis lagu pasti ujung nya ada praktektapi sekaranh online gini gimna mau prakteknya jugaa;netral
 susah ngomong ma cebong itu akibat jarang ikut sekolah online makax bodo wkwkwk;negative
 bayar spp full sekolah kagak tugas banyak via online kagak ada penjelasan tentang materi yang bakal dibahas di tugas belum lagi google classroom kuota sebulan gak cukup ribu terus apa yang bikin anak itu nggak menentang sistem pembelajaran yang sekarang ;negative
sekolah online meeting online belanja online tapi ngga ada ya nikah online;netral
materi apa dulu nih sekolah kah atau utbk kalau materi sekolah aku masih belajar juga kok begitu juga dengan tps utbk aku baru coba to online ajaa ;netral
sementara sekolah di zona merah dan oranye yang memiliki risiko tinggi penularan covid diminta tetap melakukan pembelajaran jarak jauh lewat daring atau online ;positive
pas sekolah normal belajarnya di kelas trs ngumpulin tugas kadang di ruang guru skrg sekolah online belajarnya di ruangguru trs ngumpulin tugas kadang di classroom;netral
 guru juga pengennya cepet sekolah offline karna ngerasain belajar online kurang maksimal segala macem belum lg kalo nemu murid yang susah dibilangin tp kok kayanya pada gak ngertii ;positive
 sekolah google belajaronline pelajar berseragam sma ini mengaku kendala mengenai sistem sekolah daring kurang lebih sama di berbagai penjuru indonesia di antaranya seperti kendala gadget kuota sinyal hingga kerap mati lampu ;negative
pengen lanjut riset gratis di jerman atau sekolah lanjutan gratis di jerman persiapkan dirimu dgn bhs jerman di ada kelas malemnya juga lho pendaftaran online more info wa stbaypiaba ;positive
 semoga menjadi lebih baik lagii dan cepat terlaksanakan soalnya ini juga sangat bagus buat adik kita yang sekolah online semoga nantinya bisa membatu amin;positive
 masih sekolah online si cuman lebih banyak tugasnya mana kdng guru yg jelasin gak jelas jdi bljr sendiri lgi;netral
 mending sekolah offline sampe malem daripada sekolah online sampe sore ;netral
 sekolah biasa aja aku gapernah ngerjain tugas kebayang kan kalo aku sekolah online ;negative
 homework online habis kat online jangan ungkit kat sekolah;netral
ngasih akses wifi rumah buat bocil sekitar buat sekolah online eh malah dipake buat maen epep sampe malem auto ganti password wkwk;netral
capek sekolah online malah makin goblok siapa ya gue lah ;negative
pen uninstall whatsapp tapi ntar ga bisa absen pas sekolah online dah lah serba salah;negative
 sekolah online jadi bikin nilai gua menurun ulangan jadi menuruj jdi ga paham sama materi yang dikasih pengen bangtt cep ;negative
kebayang kalo aku sekolah online tiap hari pasti ngedumel ;negative
 maaf kalo jabotabek kayany bagus dah anak sekolah online lumayan ortu cuma ngasih makan ga perlu ngasih uang jajan dah hemat brp tuh kan kalo yg d daerah yg byk kendala mungkin lebih baik d buka sekolahny ;netral
benerr benerr gapaham sama sekolah online ini ;negative
liat yang sekolah online kasian bgt ;netral
ini kalo ga sekolah online sudah kutabok ;netral
sekolah online jadi bikin nilai gua menurun ulangan jadi menuruj jdi ga paham sama materi yang dikasih pengen bangtt cepet cepet masuk sekolah cororong cepatlah kau pergiiiiii;negative
 sekolah online ya semangat capek bgt pasti;netral
nih ya buat kalian anak kelas sekolah online les juga pasti online bisa nih tambahin ilmu kalian dengan nonton inibeneranlive dari zenius ada kelas biologi jam waktunya emang menit tapi kalo kalian maksimalin pasti bisa lah ;positive
ngerjain tugas di kasursekolah online juga dikasurrebahan juga dikasur mak gue smpe bilang lo sebenernya sklh ap rebahan ;netral
gaada pinter pinternya ni sekolah online kek gini jiwa nyontek semakin menggebu gebu dibanding serius belajar;negative
 setuju banget sih gimana kamu dimanapun itu tergantung dari sikapmu sendiri gimana kamu menyikapinya kebanyakan ngerasa sekolah online ga efektif ya karena materi dikirim nggak dibaca ada tugas nunggu contekan dahlah;negative
ketika sekolah online kualitas otak tergantung dengan kualitas sinyalnya;negative
selama sekolah online ngga ada jamkos lagii ;negative
yang terjadi sekarang mengeluhkan sekolah online karena ya emang rugi aja tapi mau gimana lagi mau pembelajaran normal normal aja ntar peningkatan kasusnya yg malah ga normal mau di skip dulu belajarnya gabisa juga lalu bagaimana ;positive
dahlah makin lama makin males sekolah online lama gak gue kumpulin tugas nya;negative
 males sekolah online muk tidur;negative
 walaupun banyak kendala sekolah online waktu belajar rasanya lebih banyak karena bisa atur sendiri dan ngga perlu buang waktu pulang pergi jam ke sekolah kalo kita bisa manfaatin waktu buat belajar mandiri dengan baik sekolah online bukan cuma ketiduran aja kok;positive
sekolah langsung peemuan peama materi peemuan kedua tugas sekolah online peemuan peama tugas peemuan kedua tugas tiap peemuan tugas teross ;negative
 setujuuu ya karna skrg lagi pandemi mau gamau sekolah harus online;positive
definisi tugas sekolah online selesai satu tumbuh seribu;netral
cape sekolah online sekearis di salahin mulu jingan mau resign dri sekearis kelas selama daring ;negative
lama lama bikin kursus aja udah ngga ponakan gua ngga emak tetangga selalu nanya tugas anaknya yang sekolah daring ini gua kek ibu guru dadakan ya sejak sekolah online semua soal nanya ke gua semua hadehhh;netral
irang lain pada capek sekolah online gue malah pengen tau gimana rasanya ;netral
haii nanti sore aku giveaway pulsa buat temen yg masih sekolah online lumayan kan buat nambah paketan hihi ;netral
 gitu doang dibahas cuma logo doang njiritu loh yg diluaran sono tuh masih butuh bantuan kayak listrik air jalan diperbaiki hp buat sekolah online dll lah ini apaan coba logo aja dipermasalahkan ga penting banget sumpah;negative
 betol sekali masuk sekolah aja udah bego apa lagi kelas online tambah bego anjir;negative
siklus sekolah online bangun tugas tugas tugas tidur;netral
gue dh muak sekolah online ashue sksksk ya allah gakuat ;negative
lu ngerasa ga si semenjak sekolah online peran guru disini gada mereka cuman dateng ngasih tugas terus nyuruh kita mikir keras iya kalo anaknya type yg suka bljr yang otaknya bisa nerima smua pelajaran kalo yang males bego apa mereka sanggup pinter engga makin tolol iya;negative
jam jam anak sekolah online sinyal dimana mana susah ;negative
makin diterapin sekolah online makin sering mati listrik saat pagi pula heuh;negative
 kadang jenuh tp aku mikir lg ya mau gimana ga ada yang ngira jg kita bakal sekolah kaya gini iya ga sih tp percaya taun atau lebih ntar kek gini jd bahan memori dulu inget ga jaman kita pjj online wkwk semangat kita ;positive
sekolah online kebetulan di rumah pke wifi indih y punya kuota jg pas pas an emg untuk keluar rumah doang malah mati listrik tiap pagi ketepatan adekku selalu sekolah tiap pagi apa maksutne jdi kuota nya abis alhasil pengeluaran kuota lagi niat hemat pke wifi ;netral
 ini kapan diperbaiki ya internetnya los merah dari kmrn pagi sampai skrg sdh telp cs dm twitter masih aja slow respon halloooooo anak semua sekolah online butuh akses internet ;negative
serius capek banget stress banget online mata ku sakit cepet cepet sekolah normal ayo ;negative
sekolah online ;netral
 udah cepet sih apalagi kalo cuma buat nonton streaming yt game sekolah ujian online gitu gitu kerasa banget bedanya sama yang atau cuma kalo mau lebih cepet bisa pake yang ;netral
ootd sekolah online be like ;netral
 kita menuntut tapi kita sendiri gak mau denger apa kata pemerintah gue pribadi juga mau online apa offline ya tergantung gue sendiri yg menggeluti toh dilapangan pemerintah udah pakai cara efektif eh banyak aja temen gue yang cabut sekolah online ;netral
mending gue sekalian les online aja gaa sii gausah sekolah ;netral
gak suka sama sistem sekolah online karena susah paham sama materi yang dikasih tapi kalau tatap muka langsung takut teular covid serba salah udah;netral
jujur ga masalah sekolah online karna emang demi mengurangi cptnya penyebaran covid asalkan gurunya masi tanggung jawab masuk kelas online beneran ngajar jangan cuma salam nyuruh absen share materi abistu ngasi tugas kenapa kriteria guruku seperti ituuu;positive
 polisi sahabat anak kompi penggarangan satuan brimob banten mengadakan wifi during gratis bagi anak sekolah yang membutuhkan saat pelajaran online ________________________________ ayo datangi kami di mako kompi penggarangan follow ig ;positive
 kamu bisa tiduran nder pas sekolah online ;netral
tugas satunya aja belom kelar malah ditambah lagi astaghfirullah nasib sekolah online ;negative
sch aku sudah berada di fase ter nyaman dengan tiduran di kasur saat sekolah online admin baca rules ya sayang ada di link bio ;netral
selama masa sekolah online ini spp tetep mbayar nggak sih ;netral
semenjak sekolah online klo ada tugas google form semakin pekok aja diriku ini;negative
please mas menteri walaupun sekolah online ini lumayan pr buat ortu dan anak juga guru tapi jangan tatap muka dulu mas ;positive
 kalo ga salah di video nya tuh dia blg kaya gitu karna katanya dia baca di berita sekolah online mau permanen gitu cmiiw ya;netral
 sekolah online pinter kagak tambah podohh gblokk iya;negative
 vapek banget sekolah online tugas doang numpuk gue nya ga ngerti apa apa ;negative
 hallo pak maaf pak lampu di daerh saya mati di palembang kelurahan gandus saya sedang sekolah online pak di zoom tapi lampu mati otomatis wifi juga mati pak tolong segera hidupkan pak aduhhhhh kenapa matinya harus siang hari sihhh;negative
sekolah online pinter kagak tambah podohh gblokk iya;negative
yg pada sekolah online gt paham ga sih apa yg dijelasin gurunya ;netral
capek bgt tiap lagi sekolah online diganggu ini itu ;negative
coba tuangkan curhatanmu tentang sekolah online;netral
makin lama makin males ajg sekolah online makin goblok gua ;negative
aku ngerasanya sekolah online tuh berasa lebih cape gitu masa ;negative
 mantap gngguan terus aja tiap hari gimana mau sekolah online kallo internetny gini;negative
gak enak rasanya sekolah online tapi gak dikasih tugas ;negative
 heh pie ceritane omahku mati listrik hari beurut sakne sepupuku iki lho lagi sekolah online entu ;negative
iya sih as frustrating as it sortunds pmb online ini memaksa ortu melihat sendiri ritme anak nya gimana gue bersyukur sekolah anak gue tugas nya dikit dan pelajaran diajar x dalam seminggu yg susah tu benerin jam tidurnyaa errgh anak w ngepush rank mulu ;negative
makin hari makin males sekolah online;negative
dr cerita nyokap gue tangkep kalo sekolah online ini gak ada brief jelas dr pusatnya standarisasinya gak ada jd tiap sekolah merancang dgn caranya masing dan gak semua guru ternyata berbekal keterampilan beeknologi belom lagi murid yg kurang mampu;netral
 sekolah online;netral
pas sekolah offline aku emg tukang tidur tapi masih paham lah sama pelajaran giliran sekolah online mantengin hp mulu gada yang nyangkut sama sekali ;negative
tp kasian juga nyokap kadang ampe jam lewat ngurusin sekolah online ini karena gak sedikit murid yg aktif tengah malem karena kuotanya midnight;negative
 telat sekolah online ;netral
hy hy semangat sekolah online nya yaa jangan lupa senyum ya ak egk jelas bnget ;positive
sekolah online cah sd chekk bocahe tekanan batin sg ngajar darah tinggi ;netral
 apa itu sekolah online ;netral
 oalah sekolah online ding ya semangat ;netral
